Date;Produit;Region;Valeur
28/12/2021;RAISINS DE TABLE BLANCS;Casablanca-Settat;13
28/12/2021;FRAISES;Casablanca-Settat;22.5
28/12/2021;COINGS;Casablanca-Settat;6.5
28/12/2021;MANGUES;Casablanca-Settat;22
28/12/2021;FEVES SECHES;Casablanca-Settat;11.25
28/12/2021;POMMES DE TERRE ROUGES;Casablanca-Settat;3.9
28/12/2021;PETITS POIS VERTS;Casablanca-Settat;11
28/12/2021;HARICOTS VERTS;Casablanca-Settat;9
27/12/2021;CONCOMBRES;Casablanca-Settat;3
27/12/2021;ARTICHAUTS;Casablanca-Settat;5.5
27/12/2021;OIGNONS FRAIS;Casablanca-Settat;2.2
27/12/2021;OLIVE NOIR MOYEN CALIBRE;Casablanca-Settat;8
27/12/2021;OLIVE VERTE CALIBRE MOYEN;Casablanca-Settat;7.5
27/12/2021;CLEMENTINES;Casablanca-Settat;2.5
27/12/2021;TOMATES;Casablanca-Settat;4
27/12/2021;MANGUES;Casablanca-Settat;24
27/12/2021;MELONS;Casablanca-Settat;17
27/12/2021;ORGE IMPORTEE;Casablanca-Settat;3.7
27/12/2021;OLIVE TOUTES VENANT;Casablanca-Settat;8
27/12/2021;MAùS LOCALE;Casablanca-Settat;3.5
27/12/2021;HARICOT SECS;Casablanca-Settat;16
27/12/2021;CHOUX FLEURS;Casablanca-Settat;3.33
27/12/2021;FEVES SECHES;Casablanca-Settat;6.5
27/12/2021;BANANES IMPORTES;Casablanca-Settat;11.5
27/12/2021;KAKI;Casablanca-Settat;12
27/12/2021;FRAISES;Casablanca-Settat;20
27/12/2021;AUBERGINES;Casablanca-Settat;4.5
27/12/2021;PIMENTS;Casablanca-Settat;6.5
27/12/2021;COINGS;Casablanca-Settat;5.5
27/12/2021;PATES ALIMENTAIRES;Casablanca-Settat;13
27/12/2021;CAROTTES;Casablanca-Settat;2.8
27/12/2021;PETITS POIS VERTS;Casablanca-Settat;10
27/12/2021;FEVEROLES;Casablanca-Settat;5.5
27/12/2021;GRENADES;Casablanca-Settat;3
27/12/2021;BETTERAVES ROUGE;Casablanca-Settat;2.15
27/12/2021;ORGE LOCALE;Casablanca-Settat;3.3
27/12/2021;OIGNONS SECS;Casablanca-Settat;3
27/12/2021;AVOCATS;Casablanca-Settat;13.5
27/12/2021;KIWI;Casablanca-Settat;25
27/12/2021;POIVRONS VERTS;Casablanca-Settat;5
27/12/2021;CHOUX POMMES;Casablanca-Settat;3.3
27/12/2021;CITRONS;Casablanca-Settat;4
27/12/2021;FEVES VERTES;Casablanca-Settat;5
27/12/2021;BANANES LOCALES;Casablanca-Settat;6.25
27/12/2021;BLE TENDRE;Casablanca-Settat;3.5
27/12/2021;THE VERT;Casablanca-Settat;28
27/12/2021;PAPAYA;Casablanca-Settat;10
27/12/2021;POMMES LOCALES;Casablanca-Settat;10
27/12/2021;NAVETS;Casablanca-Settat;5.5
27/12/2021;POIS CHICHE;Casablanca-Settat;14
27/12/2021;MAùS IMPORTê;Casablanca-Settat;3.75
27/12/2021;THE VERT SULTAN;Casablanca-Settat;54
27/12/2021;PETITS POIS SECS;Casablanca-Settat;11
27/12/2021;DATTES BOUFEGOUSS;Casablanca-Settat;80
27/12/2021;BLE DUR;Casablanca-Settat;5.5
27/12/2021;POMMES IMPORTES;Casablanca-Settat;22
27/12/2021;POMMES DE TERRE ROUGES;Casablanca-Settat;3.7
27/12/2021;HARICOTS VERTS;Casablanca-Settat;11
27/12/2021;LENTILLES;Casablanca-Settat;15
27/12/2021;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.5
27/12/2021;RAISINS DE TABLE BLANCS;Casablanca-Settat;12
27/12/2021;COURGETTES;Casablanca-Settat;4
27/12/2021;DATTES BOUSTHAMI;Casablanca-Settat;30
25/12/2021;POIVRONS VERTS;Casablanca-Settat;6
25/12/2021;OIGNONS FRAIS;Casablanca-Settat;2
25/12/2021;BANANES LOCALES;Casablanca-Settat;6.25
25/12/2021;FEVES VERTES;Casablanca-Settat;5.5
25/12/2021;KIWI;Casablanca-Settat;28
25/12/2021;AUBERGINES;Casablanca-Settat;5
25/12/2021;BANANES IMPORTES;Casablanca-Settat;12
25/12/2021;GRENADES;Casablanca-Settat;3.3
25/12/2021;PIMENTS;Casablanca-Settat;7
25/12/2021;COINGS;Casablanca-Settat;6
25/12/2021;HARICOTS VERTS;Casablanca-Settat;10
25/12/2021;TOMATES;Casablanca-Settat;5
25/12/2021;NAVETS;Casablanca-Settat;5
25/12/2021;CHOUX POMMES;Casablanca-Settat;3.5
25/12/2021;COURGETTES;Casablanca-Settat;4.5
25/12/2021;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.8
25/12/2021;KAKI;Casablanca-Settat;13
25/12/2021;CHOUX FLEURS;Casablanca-Settat;3.66
25/12/2021;MANGUES;Casablanca-Settat;23
25/12/2021;CITRONS;Casablanca-Settat;4.5
25/12/2021;OIGNONS SECS;Casablanca-Settat;3.3
25/12/2021;PAPAYA;Casablanca-Settat;10
25/12/2021;FRAISES;Casablanca-Settat;20
25/12/2021;ARTICHAUTS;Casablanca-Settat;6
25/12/2021;MELONS;Casablanca-Settat;17
25/12/2021;BETTERAVES ROUGE;Casablanca-Settat;2.38
25/12/2021;POMMES LOCALES;Casablanca-Settat;10.5
25/12/2021;RAISINS DE TABLE BLANCS;Casablanca-Settat;13
25/12/2021;CAROTTES;Casablanca-Settat;3.3
25/12/2021;CONCOMBRES;Casablanca-Settat;3.5
25/12/2021;POMMES IMPORTES;Casablanca-Settat;23
25/12/2021;AVOCATS;Casablanca-Settat;14.5
25/12/2021;PETITS POIS VERTS;Casablanca-Settat;11
25/12/2021;CLEMENTINES;Casablanca-Settat;2.7
25/12/2021;POMMES DE TERRE ROUGES;Casablanca-Settat;4
24/12/2021;PETITS POIS SECS;Casablanca-Settat;7
24/12/2021;THE VERT;Casablanca-Settat;28
24/12/2021;BLE TENDRE;Casablanca-Settat;3
24/12/2021;BLE DUR;Casablanca-Settat;4.5
24/12/2021;DATTES BOUSTHAMI;Casablanca-Settat;30
24/12/2021;OLIVE VERTE CALIBRE MOYEN;Casablanca-Settat;8
24/12/2021;FEVES SECHES;Casablanca-Settat;5.5
24/12/2021;FEVEROLES;Casablanca-Settat;6
24/12/2021;LENTILLES;Casablanca-Settat;16
24/12/2021;PATES ALIMENTAIRES;Casablanca-Settat;12
24/12/2021;MAùS IMPORTê;Casablanca-Settat;3.7
24/12/2021;OLIVE TOUTES VENANT;Casablanca-Settat;8
24/12/2021;ORGE LOCALE;Casablanca-Settat;3.5
24/12/2021;POIS CHICHE;Casablanca-Settat;11
24/12/2021;THE VERT SULTAN;Casablanca-Settat;44
24/12/2021;MAùS LOCALE;Casablanca-Settat;3.5
24/12/2021;ORGE IMPORTEE;Casablanca-Settat;3.9
24/12/2021;OLIVE NOIR MOYEN CALIBRE;Casablanca-Settat;8
24/12/2021;HARICOT SECS;Casablanca-Settat;18
23/12/2021;FEVES SECHES;Casablanca-Settat;9
23/12/2021;BETTERAVES ROUGE;Casablanca-Settat;2.6
23/12/2021;POIVRONS VERTS;Casablanca-Settat;5.5
23/12/2021;MAùS LOCALE;Casablanca-Settat;4
23/12/2021;GRENADES;Casablanca-Settat;3.5
23/12/2021;CHOUX FLEURS;Casablanca-Settat;4
23/12/2021;FEVEROLES;Casablanca-Settat;6
23/12/2021;BANANES IMPORTES;Casablanca-Settat;12
23/12/2021;LENTILLES;Casablanca-Settat;9
23/12/2021;MAùS IMPORTê;Casablanca-Settat;3.25
23/12/2021;NAVETS;Casablanca-Settat;5.5
23/12/2021;MELONS;Casablanca-Settat;17.5
23/12/2021;ORGE IMPORTEE;Casablanca-Settat;2
23/12/2021;FRAISES;Casablanca-Settat;18.75
23/12/2021;CAROTTES;Casablanca-Settat;3
23/12/2021;POIS CHICHE;Casablanca-Settat;13
23/12/2021;TOMATES;Casablanca-Settat;4.66
23/12/2021;POMMES DE TERRE ROUGES;Casablanca-Settat;3.8
23/12/2021;CLEMENTINES;Casablanca-Settat;3
23/12/2021;POMMES IMPORTES;Casablanca-Settat;23
23/12/2021;HARICOT SECS;Casablanca-Settat;17
23/12/2021;ARTICHAUTS;Casablanca-Settat;6.5
23/12/2021;CONCOMBRES;Casablanca-Settat;4
23/12/2021;PETITS POIS VERTS;Casablanca-Settat;9
23/12/2021;RAISINS DE TABLE BLANCS;Casablanca-Settat;13
23/12/2021;BLE DUR;Casablanca-Settat;4
23/12/2021;HARICOTS VERTS;Casablanca-Settat;12
23/12/2021;KAKI;Casablanca-Settat;12
23/12/2021;POMMES LOCALES;Casablanca-Settat;11
23/12/2021;AVOCATS;Casablanca-Settat;14
23/12/2021;COINGS;Casablanca-Settat;6
23/12/2021;PETITS POIS SECS;Casablanca-Settat;12.5
23/12/2021;OIGNONS FRAIS;Casablanca-Settat;2.3
23/12/2021;BANANES LOCALES;Casablanca-Settat;6.5
23/12/2021;BLE TENDRE;Casablanca-Settat;3
23/12/2021;KIWI;Casablanca-Settat;26
23/12/2021;PAPAYA;Casablanca-Settat;11
23/12/2021;AUBERGINES;Casablanca-Settat;5.5
23/12/2021;COURGETTES;Casablanca-Settat;6
23/12/2021;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.7
23/12/2021;MANGUES;Casablanca-Settat;23
23/12/2021;CITRONS;Casablanca-Settat;4.5
23/12/2021;CHOUX POMMES;Casablanca-Settat;4
23/12/2021;OIGNONS SECS;Casablanca-Settat;3.6
23/12/2021;FEVES VERTES;Casablanca-Settat;6
23/12/2021;PIMENTS;Casablanca-Settat;6.5
23/12/2021;ORGE LOCALE;Casablanca-Settat;3
22/12/2021;RAISINS DE TABLE NOIRS;Casablanca-Settat;9
21/12/2021;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.8
21/12/2021;PIMENTS;Casablanca-Settat;7
21/12/2021;PETITS POIS SECS;Casablanca-Settat;12
21/12/2021;CITRONS;Casablanca-Settat;4
21/12/2021;LENTILLES;Casablanca-Settat;9
21/12/2021;POMMES DE TERRE ROUGES;Casablanca-Settat;3.9
21/12/2021;POIS CHICHE;Casablanca-Settat;13
21/12/2021;CLEMENTINES;Casablanca-Settat;2.8
21/12/2021;TOMATES;Casablanca-Settat;5.5
21/12/2021;AUBERGINES;Casablanca-Settat;4
21/12/2021;BANANES LOCALES;Casablanca-Settat;6.5
21/12/2021;BETTERAVES ROUGE;Casablanca-Settat;2.6
21/12/2021;FEVES SECHES;Casablanca-Settat;12.5
21/12/2021;ARTICHAUTS;Casablanca-Settat;7
21/12/2021;PAPAYA;Casablanca-Settat;10
21/12/2021;BANANES IMPORTES;Casablanca-Settat;12
21/12/2021;POIVRONS VERTS;Casablanca-Settat;4
21/12/2021;COINGS;Casablanca-Settat;5.5
21/12/2021;FRAISES;Casablanca-Settat;25
21/12/2021;ORGE IMPORTEE;Casablanca-Settat;2
21/12/2021;BLE TENDRE;Casablanca-Settat;3
21/12/2021;ORGE LOCALE;Casablanca-Settat;3
21/12/2021;MAùS IMPORTê;Casablanca-Settat;3.2
21/12/2021;KIWI;Casablanca-Settat;26
21/12/2021;GRENADES;Casablanca-Settat;3.3
21/12/2021;POMMES IMPORTES;Casablanca-Settat;23
21/12/2021;OIGNONS SECS;Casablanca-Settat;3
21/12/2021;AVOCATS;Casablanca-Settat;15
21/12/2021;HARICOTS VERTS;Casablanca-Settat;10
21/12/2021;KAKI;Casablanca-Settat;19
21/12/2021;CONCOMBRES;Casablanca-Settat;3.8
21/12/2021;CHOUX FLEURS;Casablanca-Settat;4.66
21/12/2021;MELONS;Casablanca-Settat;17
21/12/2021;CAROTTES;Casablanca-Settat;2.5
21/12/2021;COURGETTES;Casablanca-Settat;6
21/12/2021;MAùS LOCALE;Casablanca-Settat;4
21/12/2021;PETITS POIS VERTS;Casablanca-Settat;11
21/12/2021;CHOUX POMMES;Casablanca-Settat;4
21/12/2021;OIGNONS FRAIS;Casablanca-Settat;2.3
21/12/2021;BLE DUR;Casablanca-Settat;3.8
21/12/2021;MANGUES;Casablanca-Settat;22
21/12/2021;FEVES VERTES;Casablanca-Settat;6
21/12/2021;POMMES LOCALES;Casablanca-Settat;11.5
21/12/2021;NAVETS;Casablanca-Settat;3.8
21/12/2021;RAISINS DE TABLE BLANCS;Casablanca-Settat;13
20/12/2021;KIWI;Casablanca-Settat;25
20/12/2021;FEVES VERTES;Casablanca-Settat;5
20/12/2021;NAVETS;Casablanca-Settat;4
20/12/2021;POIVRONS VERTS;Casablanca-Settat;4.5
20/12/2021;MANGUES;Casablanca-Settat;23
20/12/2021;RAISINS DE TABLE BLANCS;Casablanca-Settat;11
20/12/2021;HARICOT SECS;Casablanca-Settat;16
20/12/2021;OLIVE NOIR MOYEN CALIBRE;Casablanca-Settat;8
20/12/2021;OIGNONS FRAIS;Casablanca-Settat;2.5
20/12/2021;DATTES BOUSTHAMI;Casablanca-Settat;50
20/12/2021;COURGETTES;Casablanca-Settat;6.5
20/12/2021;OLIVE VERTE CALIBRE MOYEN;Casablanca-Settat;7.5
20/12/2021;MELONS;Casablanca-Settat;17.5
20/12/2021;CONCOMBRES;Casablanca-Settat;3.5
20/12/2021;ARTICHAUTS;Casablanca-Settat;7
20/12/2021;BANANES LOCALES;Casablanca-Settat;6.75
20/12/2021;AVOCATS;Casablanca-Settat;15
20/12/2021;OIGNONS SECS;Casablanca-Settat;3.5
20/12/2021;CLEMENTINES;Casablanca-Settat;3.3
20/12/2021;THE VERT SULTAN;Casablanca-Settat;54
20/12/2021;OLIVE TOUTES VENANT;Casablanca-Settat;8
20/12/2021;FEVEROLES;Casablanca-Settat;6
20/12/2021;PATES ALIMENTAIRES;Casablanca-Settat;13
20/12/2021;BETTERAVES ROUGE;Casablanca-Settat;2.38
20/12/2021;TOMATES;Casablanca-Settat;5.33
20/12/2021;CHOUX FLEURS;Casablanca-Settat;4.83
20/12/2021;CAROTTES;Casablanca-Settat;2.3
20/12/2021;FRAISES;Casablanca-Settat;22.5
20/12/2021;POMMES DE TERRE ROUGES;Casablanca-Settat;3.8
20/12/2021;POMMES IMPORTES;Casablanca-Settat;22
20/12/2021;GRENADES;Casablanca-Settat;3.5
20/12/2021;PETITS POIS VERTS;Casablanca-Settat;10
20/12/2021;BANANES IMPORTES;Casablanca-Settat;12.5
20/12/2021;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.7
20/12/2021;THE VERT;Casablanca-Settat;28
20/12/2021;HARICOTS VERTS;Casablanca-Settat;11
20/12/2021;POMMES LOCALES;Casablanca-Settat;10.5
20/12/2021;KAKI;Casablanca-Settat;20
20/12/2021;CITRONS;Casablanca-Settat;4.5
20/12/2021;PIMENTS;Casablanca-Settat;6.5
20/12/2021;CHOUX POMMES;Casablanca-Settat;4.5
20/12/2021;AUBERGINES;Casablanca-Settat;4.5
20/12/2021;COINGS;Casablanca-Settat;5.5
20/12/2021;PAPAYA;Casablanca-Settat;9.5
18/12/2021;PETITS POIS SECS;Casablanca-Settat;12
18/12/2021;LENTILLES;Casablanca-Settat;12
18/12/2021;NAVETS;Casablanca-Settat;4.5
18/12/2021;BANANES LOCALES;Casablanca-Settat;6.5
18/12/2021;POMMES DE TERRE ROUGES;Casablanca-Settat;3.7
18/12/2021;CITRONS;Casablanca-Settat;4
18/12/2021;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.5
18/12/2021;FEVES VERTES;Casablanca-Settat;5.5
18/12/2021;RAISINS DE TABLE BLANCS;Casablanca-Settat;12
18/12/2021;POMMES LOCALES;Casablanca-Settat;11.5
18/12/2021;BLE DUR;Casablanca-Settat;4.4
18/12/2021;PAPAYA;Casablanca-Settat;11
18/12/2021;POMMES IMPORTES;Casablanca-Settat;23
18/12/2021;POIS CHICHE;Casablanca-Settat;13
18/12/2021;MAùS IMPORTê;Casablanca-Settat;3.5
18/12/2021;HARICOTS VERTS;Casablanca-Settat;10
18/12/2021;BLE TENDRE;Casablanca-Settat;3.2
18/12/2021;CHOUX POMMES;Casablanca-Settat;3.5
18/12/2021;AUBERGINES;Casablanca-Settat;5.5
18/12/2021;KIWI;Casablanca-Settat;26
18/12/2021;HARICOT SECS;Casablanca-Settat;16
18/12/2021;AVOCATS;Casablanca-Settat;14
18/12/2021;OIGNONS SECS;Casablanca-Settat;3
18/12/2021;ARTICHAUTS;Casablanca-Settat;6.5
18/12/2021;CONCOMBRES;Casablanca-Settat;3.8
18/12/2021;POIVRONS VERTS;Casablanca-Settat;5
18/12/2021;ORGE LOCALE;Casablanca-Settat;3.5
18/12/2021;BETTERAVES ROUGE;Casablanca-Settat;2.6
18/12/2021;GRENADES;Casablanca-Settat;3
18/12/2021;FEVES SECHES;Casablanca-Settat;10
18/12/2021;BANANES IMPORTES;Casablanca-Settat;12
18/12/2021;PETITS POIS VERTS;Casablanca-Settat;11
18/12/2021;FRAISES;Casablanca-Settat;25
18/12/2021;CAROTTES;Casablanca-Settat;2.5
18/12/2021;KAKI;Casablanca-Settat;12
18/12/2021;TOMATES;Casablanca-Settat;5.66
18/12/2021;COINGS;Casablanca-Settat;5
18/12/2021;PIMENTS;Casablanca-Settat;6
18/12/2021;CHOUX FLEURS;Casablanca-Settat;5
18/12/2021;FEVEROLES;Casablanca-Settat;6
18/12/2021;CLEMENTINES;Casablanca-Settat;3.5
18/12/2021;MELONS;Casablanca-Settat;16
18/12/2021;MANGUES;Casablanca-Settat;24
18/12/2021;OIGNONS FRAIS;Casablanca-Settat;2
18/12/2021;COURGETTES;Casablanca-Settat;6
18/12/2021;MAùS LOCALE;Casablanca-Settat;5
17/12/2021;OLIVE VERTE CALIBRE MOYEN;Casablanca-Settat;8
17/12/2021;THE VERT;Casablanca-Settat;28
17/12/2021;DATTES BOUSTHAMI;Casablanca-Settat;30
17/12/2021;PATES ALIMENTAIRES;Casablanca-Settat;13
17/12/2021;OLIVE NOIR MOYEN CALIBRE;Casablanca-Settat;7.5
17/12/2021;THE VERT SULTAN;Casablanca-Settat;44
17/12/2021;OLIVE TOUTES VENANT;Casablanca-Settat;8
17/12/2021;ORGE IMPORTEE;Casablanca-Settat;3.5
16/12/2021;BLE DUR;Casablanca-Settat;3.8
16/12/2021;PAPAYA;Casablanca-Settat;9
16/12/2021;LENTILLES;Casablanca-Settat;9
16/12/2021;FEVES SECHES;Casablanca-Settat;9
16/12/2021;BANANES IMPORTES;Casablanca-Settat;12
16/12/2021;ORGE IMPORTEE;Casablanca-Settat;2
16/12/2021;AVOCATS;Casablanca-Settat;14
16/12/2021;MAùS LOCALE;Casablanca-Settat;4
16/12/2021;TOMATES;Casablanca-Settat;5.5
16/12/2021;ORGE LOCALE;Casablanca-Settat;3
16/12/2021;HARICOT SECS;Casablanca-Settat;16
16/12/2021;BANANES LOCALES;Casablanca-Settat;6.5
16/12/2021;MAùS IMPORTê;Casablanca-Settat;3.25
16/12/2021;FEVEROLES;Casablanca-Settat;6
16/12/2021;BLE TENDRE;Casablanca-Settat;3
16/12/2021;FRAISES;Casablanca-Settat;17.5
16/12/2021;CAROTTES;Casablanca-Settat;2.8
16/12/2021;PETITS POIS VERTS;Casablanca-Settat;13
16/12/2021;BETTERAVES ROUGE;Casablanca-Settat;2
16/12/2021;CHOUX FLEURS;Casablanca-Settat;5.33
16/12/2021;KAKI;Casablanca-Settat;11.5
16/12/2021;POMMES DE TERRE ROUGES;Casablanca-Settat;3.9
16/12/2021;GRENADES;Casablanca-Settat;3.3
16/12/2021;CLEMENTINES;Casablanca-Settat;3.7
16/12/2021;ARTICHAUTS;Casablanca-Settat;7.5
16/12/2021;POIVRONS VERTS;Casablanca-Settat;5.5
16/12/2021;COINGS;Casablanca-Settat;6
16/12/2021;PIMENTS;Casablanca-Settat;6.5
16/12/2021;AUBERGINES;Casablanca-Settat;7
16/12/2021;FEVES VERTES;Casablanca-Settat;6
16/12/2021;NAVETS;Casablanca-Settat;5.5
16/12/2021;POMMES LOCALES;Casablanca-Settat;11
16/12/2021;POMMES IMPORTES;Casablanca-Settat;23
16/12/2021;HARICOTS VERTS;Casablanca-Settat;10
16/12/2021;KIWI;Casablanca-Settat;26
16/12/2021;CONCOMBRES;Casablanca-Settat;4
16/12/2021;CHOUX POMMES;Casablanca-Settat;5
16/12/2021;RAISINS DE TABLE BLANCS;Casablanca-Settat;12
16/12/2021;OLIVE VERTE CALIBRE MOYEN;Casablanca-Settat;7.5
16/12/2021;MELONS;Casablanca-Settat;17
16/12/2021;RAISINS DE TABLE NOIRS;Casablanca-Settat;11
16/12/2021;OIGNONS SECS;Casablanca-Settat;3.5
16/12/2021;OIGNONS FRAIS;Casablanca-Settat;2.5
16/12/2021;OLIVE TOUTES VENANT;Casablanca-Settat;8
16/12/2021;MANGUES;Casablanca-Settat;23
16/12/2021;OLIVE NOIR MOYEN CALIBRE;Casablanca-Settat;8
16/12/2021;COURGETTES;Casablanca-Settat;6
16/12/2021;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.6
16/12/2021;CITRONS;Casablanca-Settat;3.8
16/12/2021;PETITS POIS SECS;Casablanca-Settat;12.5
16/12/2021;POIS CHICHE;Casablanca-Settat;13
15/12/2021;KAKI;Casablanca-Settat;12
15/12/2021;KIWI;Casablanca-Settat;24
15/12/2021;CITRONS;Casablanca-Settat;4
15/12/2021;CHOUX POMMES;Casablanca-Settat;4
15/12/2021;BANANES IMPORTES;Casablanca-Settat;11.5
15/12/2021;FRAISES;Casablanca-Settat;20
15/12/2021;PIMENTS;Casablanca-Settat;6
15/12/2021;BETTERAVES ROUGE;Casablanca-Settat;1.9
15/12/2021;GRENADES;Casablanca-Settat;3
15/12/2021;CONCOMBRES;Casablanca-Settat;3.8
15/12/2021;CHOUX FLEURS;Casablanca-Settat;5
15/12/2021;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.3
15/12/2021;CAROTTES;Casablanca-Settat;2.5
15/12/2021;PETITS POIS VERTS;Casablanca-Settat;12
15/12/2021;FEVES VERTES;Casablanca-Settat;6.5
15/12/2021;NAVETS;Casablanca-Settat;5
15/12/2021;POMMES LOCALES;Casablanca-Settat;10
15/12/2021;HARICOTS VERTS;Casablanca-Settat;11
15/12/2021;POMMES DE TERRE ROUGES;Casablanca-Settat;3.5
15/12/2021;POMMES IMPORTES;Casablanca-Settat;22
15/12/2021;MANGUES;Casablanca-Settat;23
15/12/2021;OIGNONS FRAIS;Casablanca-Settat;2.3
15/12/2021;MELONS;Casablanca-Settat;17.5
15/12/2021;AVOCATS;Casablanca-Settat;13
15/12/2021;COINGS;Casablanca-Settat;5.5
15/12/2021;OIGNONS SECS;Casablanca-Settat;3.3
15/12/2021;PAPAYA;Casablanca-Settat;9.5
15/12/2021;RAISINS DE TABLE BLANCS;Casablanca-Settat;13
15/12/2021;COURGETTES;Casablanca-Settat;6
15/12/2021;ARTICHAUTS;Casablanca-Settat;7
15/12/2021;CLEMENTINES;Casablanca-Settat;3.8
15/12/2021;BANANES LOCALES;Casablanca-Settat;6.5
15/12/2021;POIVRONS VERTS;Casablanca-Settat;5
15/12/2021;AUBERGINES;Casablanca-Settat;6.5
15/12/2021;TOMATES;Casablanca-Settat;5.33
14/12/2021;BANANES LOCALES;Casablanca-Settat;6.5
14/12/2021;OIGNONS SECS;Casablanca-Settat;3.5
14/12/2021;ORGE LOCALE;Casablanca-Settat;3
14/12/2021;POIVRONS VERTS;Casablanca-Settat;5.5
14/12/2021;AVOCATS;Casablanca-Settat;14
14/12/2021;CONCOMBRES;Casablanca-Settat;4
14/12/2021;KAKI;Casablanca-Settat;20
14/12/2021;BLE DUR;Casablanca-Settat;4
14/12/2021;LENTILLES;Casablanca-Settat;9
14/12/2021;KIWI;Casablanca-Settat;26
14/12/2021;ORGE IMPORTEE;Casablanca-Settat;2
14/12/2021;CITRONS;Casablanca-Settat;3.5
14/12/2021;CHOUX POMMES;Casablanca-Settat;4.5
14/12/2021;CLEMENTINES;Casablanca-Settat;3.5
14/12/2021;MAùS IMPORTê;Casablanca-Settat;3.25
14/12/2021;RAISINS DE TABLE BLANCS;Casablanca-Settat;13
14/12/2021;HARICOTS VERTS;Casablanca-Settat;12
14/12/2021;POMMES LOCALES;Casablanca-Settat;11.5
14/12/2021;BLE TENDRE;Casablanca-Settat;3
14/12/2021;FEVES VERTES;Casablanca-Settat;6.5
14/12/2021;NAVETS;Casablanca-Settat;5
14/12/2021;OIGNONS FRAIS;Casablanca-Settat;2.6
14/12/2021;MAùS LOCALE;Casablanca-Settat;4
14/12/2021;PAPAYA;Casablanca-Settat;10
14/12/2021;POMMES IMPORTES;Casablanca-Settat;23
14/12/2021;POMMES DE TERRE ROUGES;Casablanca-Settat;3.8
14/12/2021;MANGUES;Casablanca-Settat;23
14/12/2021;ARTICHAUTS;Casablanca-Settat;8.5
14/12/2021;PETITS POIS SECS;Casablanca-Settat;12
14/12/2021;MELONS;Casablanca-Settat;18
14/12/2021;COURGETTES;Casablanca-Settat;6
14/12/2021;CHOUX FLEURS;Casablanca-Settat;6
14/12/2021;CAROTTES;Casablanca-Settat;2.8
14/12/2021;AUBERGINES;Casablanca-Settat;5
14/12/2021;FEVES SECHES;Casablanca-Settat;12
14/12/2021;TOMATES;Casablanca-Settat;5.83
14/12/2021;POMMES DE TERRE BLANCHES;Casablanca-Settat;3.5
14/12/2021;PETITS POIS VERTS;Casablanca-Settat;13
14/12/2021;BETTERAVES ROUGE;Casablanca-Settat;2.15
14/12/2021;GRENADES;Casablanca-Settat;3.5
14/12/2021;POIS CHICHE;Casablanca-Settat;12.5
14/12/2021;FRAISES;Casablanca-Settat;25
14/12/2021;BANANES IMPORTES;Casablanca-Settat;12
14/12/2021;COINGS;Casablanca-Settat;6
14/12/2021;PIMENTS;Casablanca-Settat;5.5
13/12/2021;POMMES DE TERRE BLANCHES;Casablanca-Settat;2.8
13/12/2021;TOMATES;Casablanca-Settat;5.5
13/12/2021;FEVES VERTES;Casablanca-Settat;6
13/12/2021;COURGETTES;Casablanca-Settat;7
13/12/2021;MELONS;Casablanca-Settat;17
13/12/2021;NAVETS;Casablanca-Settat;4.5
13/12/2021;PAPAYA;Casablanca-Settat;11
13/12/2021;OLIVE NOIR MOYEN CALIBRE;Casablanca-Settat;8
13/12/2021;MANGUES;Casablanca-Settat;24
13/12/2021;OIGNONS FRAIS;Casablanca-Settat;2.5
13/12/2021;BANANES IMPORTES;Casablanca-Settat;11.5
13/12/2021;MAùS LOCALE;Casablanca-Settat;3.5
13/12/2021;OLIVE VERTE CALIBRE MOYEN;Casablanca-Settat;7.5
13/12/2021;BLE TENDRE;Casablanca-Settat;3.2
13/12/2021;RAISINS DE TABLE BLANCS;Casablanca-Settat;11
13/12/2021;PETITS POIS SECS;Casablanca-Settat;10
13/12/2021;FEVES SECHES;Casablanca-Settat;5.5
13/12/2021;MAùS IMPORTê;Casablanca-Settat;3.7
13/12/2021;POMMES LOCALES;Casablanca-Settat;10.5
13/12/2021;HARICOTS VERTS;Casablanca-Settat;11
13/12/2021;CAROTTES;Casablanca-Settat;2.5
13/12/2021;BANANES LOCALES;Casablanca-Settat;6.25
13/12/2021;CLEMENTINES;Casablanca-Settat;3.3
13/12/2021;FRAISES;Casablanca-Settat;25
13/12/2021;ARTICHAUTS;Casablanca-Settat;7
13/12/2021;DATTES BOUSTHAMI;Casablanca-Settat;30
13/12/2021;CHOUX POMMES;Casablanca-Settat;4.5
13/12/2021;BLE DUR;Casablanca-Settat;4.5
13/12/2021;LENTILLES;Casablanca-Settat;15
13/12/2021;POIVRONS VERTS;Casablanca-Settat;5
13/12/2021;THE VERT;Casablanca-Settat;28
13/12/2021;CHOUX FLEURS;Casablanca-Settat;5
13/12/2021;POMMES IMPORTES;Casablanca-Settat;21
13/12/2021;AUBERGINES;Casablanca-Settat;6
13/12/2021;KIWI;Casablanca-Settat;25
